ITEM_NUMBER,AWARD_YEAR,ORIGIN_AIRPORT,DESTINATION_AIRPORT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_COUNTRY,DESTINATION_CITY_NAME,DESTINATION_STATE,DESTINATION_COUNTRY,AIRLINE_ABBREVIATION,AWARDED_SERVICE,YCA_FARE,_CA_FARE,BUSINESS_FARE,EFFECTIVE_DATE,EXPIRATION_DATE
6413,2014,FSD,LAX,SIOUX FALLS,SD,USA,LOS ANGELES,CA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6415,2014,FSD,OKC,SIOUX FALLS,SD,USA,OKLAHOMA CITY,OK,USA,AA,C,253,0,0,10/1/2013 0:00,9/30/2014 0:00
6416,2014,FSD,PHL,SIOUX FALLS,SD,USA,PHILADELPHIA,PA,USA,UA,C,120,0,0,10/1/2013 0:00,9/30/2014 0:00
6418,2014,FSD,SAN,SIOUX FALLS,SD,USA,SAN DIEGO,CA,USA,UA,C,334,0,0,10/1/2013 0:00,9/30/2014 0:00
6419,2014,FSD,SAT,SIOUX FALLS,SD,USA,SAN ANTONIO,TX,USA,AA,C,288,0,0,10/1/2013 0:00,9/30/2014 0:00
6420,2014,FSD,SEA,SIOUX FALLS,SD,USA,SEATTLE-TACOMA,WA,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6421,2014,FSD,SLC,SIOUX FALLS,SD,USA,SALT LAKE CITY,UT,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
6422,2014,FSD,STL,SIOUX FALLS,SD,USA,ST. LOUIS,MO,USA,AA,C,257,0,0,10/1/2013 0:00,9/30/2014 0:00
6423,2014,FSM,GSP,FT. SMITH,AR,USA,GREENVILLE,SC,USA,DL,C,536,0,0,10/1/2013 0:00,9/30/2014 0:00
6424,2014,FSM,ORF,FT. SMITH,AR,USA,NORFOLK,VA,USA,DL,C,539,0,0,10/1/2013 0:00,9/30/2014 0:00
6425,2014,FSM,SAT,FT. SMITH,AR,USA,SAN ANTONIO,TX,USA,AA,C,367,0,0,10/1/2013 0:00,9/30/2014 0:00
6426,2014,FWA,MCO,FT. WAYNE,IN,USA,ORLANDO,FL,USA,DL,C,492,0,0,10/1/2013 0:00,9/30/2014 0:00
6427,2014,FWA,RIC,FT. WAYNE,IN,USA,RICHMOND,VA,USA,DL,C,428,0,0,10/1/2013 0:00,9/30/2014 0:00
6428,2014,FWA,SAT,FT. WAYNE,IN,USA,SAN ANTONIO,TX,USA,AA,C,393,0,0,10/1/2013 0:00,9/30/2014 0:00
6429,2014,FWA,STL,FT. WAYNE,IN,USA,ST. LOUIS,MO,USA,AA,C,338,0,0,10/1/2013 0:00,9/30/2014 0:00
6430,2014,GEG,ICT,SPOKANE,WA,USA,WICHITA,KS,USA,DL,C,448,0,0,10/1/2013 0:00,9/30/2014 0:00
6431,2014,GEG,JAX,SPOKANE,WA,USA,JACKSONVILLE,FL,USA,WN,C,367,0,0,10/1/2013 0:00,9/30/2014 0:00
6432,2014,GEG,LAX,SPOKANE,WA,USA,LOS ANGELES,CA,USA,WN,C,189,0,0,10/1/2013 0:00,9/30/2014 0:00
6433,2014,GEG,LIT,SPOKANE,WA,USA,LITTLE ROCK,AR,USA,UA,C,107,0,0,10/1/2013 0:00,9/30/2014 0:00
6434,2014,GEG,MCI,SPOKANE,WA,USA,KANSAS CITY,MO,USA,WN,C,276,0,0,10/1/2013 0:00,9/30/2014 0:00
6435,2014,GEG,MCO,SPOKANE,WA,USA,ORLANDO,FL,USA,WN,C,344,0,0,10/1/2013 0:00,9/30/2014 0:00
6436,2014,GEG,MFR,SPOKANE,WA,USA,MEDFORD,OR,USA,AS,C,209,0,0,10/1/2013 0:00,9/30/2014 0:00
6438,2014,GEG,OMA,SPOKANE,WA,USA,OMAHA,NE,USA,WN,C,335,0,0,10/1/2013 0:00,9/30/2014 0:00
6439,2014,GEG,ONT,SPOKANE,WA,USA,LOS ANGELES,CA,USA,AS,C,229,0,0,10/1/2013 0:00,9/30/2014 0:00
6441,2014,GEG,PHL,SPOKANE,WA,USA,PHILADELPHIA,PA,USA,UA,C,352,0,0,10/1/2013 0:00,9/30/2014 0:00
6442,2014,GEG,PIT,SPOKANE,WA,USA,PITTSBURGH,PA,USA,WN,C,389,0,0,10/1/2013 0:00,9/30/2014 0:00
6443,2014,GEG,RAP,SPOKANE,WA,USA,RAPID CITY,SD,USA,DL,C,454,0,0,10/1/2013 0:00,9/30/2014 0:00
6444,2014,GEG,RDU,SPOKANE,WA,USA,RALEIGH-DURHAM,NC,USA,WN,C,435,0,0,10/1/2013 0:00,9/30/2014 0:00
6445,2014,GEG,RIC,SPOKANE,WA,USA,RICHMOND,VA,USA,DL,C,528,0,0,10/1/2013 0:00,9/30/2014 0:00
6446,2014,GEG,RNO,SPOKANE,WA,USA,RENO,NV,USA,AS,C,229,0,0,10/1/2013 0:00,9/30/2014 0:00
6447,2014,GEG,SJC,SPOKANE,WA,USA,SAN JOSE,CA,USA,AS,C,219,0,0,10/1/2013 0:00,9/30/2014 0:00
6449,2014,GEG,SNA,SPOKANE,WA,USA,ORANGE COUNTY,CA,USA,WN,C,244,0,0,10/1/2013 0:00,9/30/2014 0:00
6450,2014,GEG,STL,SPOKANE,WA,USA,ST. LOUIS,MO,USA,DL,C,503,0,0,10/1/2013 0:00,9/30/2014 0:00
6451,2014,GEG,TPA,SPOKANE,WA,USA,TAMPA,FL,USA,UA,C,101,0,0,10/1/2013 0:00,9/30/2014 0:00
6452,2014,GEG,TUL,SPOKANE,WA,USA,TULSA,OK,USA,UA,C,114,0,0,10/1/2013 0:00,9/30/2014 0:00
6453,2014,GEG,TUS,SPOKANE,WA,USA,TUCSON,AZ,USA,US,C,332,0,0,10/1/2013 0:00,9/30/2014 0:00
6454,2014,GFK,IAD,GRAND FORKS,ND,USA,WASHINGTON,DC,USA,DL,C,504,0,0,10/1/2013 0:00,9/30/2014 0:00
6455,2014,GFK,PHL,GRAND FORKS,ND,USA,PHILADELPHIA,PA,USA,DL,C,519,0,0,10/1/2013 0:00,9/30/2014 0:00
6456,2014,GFK,SAT,GRAND FORKS,ND,USA,SAN ANTONIO,TX,USA,DL,C,520,0,0,10/1/2013 0:00,9/30/2014 0:00
6457,2014,GFK,SEA,GRAND FORKS,ND,USA,SEATTLE-TACOMA,WA,USA,DL,C,549,0,0,10/1/2013 0:00,9/30/2014 0:00
6458,2014,GFK,SMF,GRAND FORKS,ND,USA,SACRAMENTO,CA,USA,DL,C,488,0,0,10/1/2013 0:00,9/30/2014 0:00
6459,2014,GFK,STL,GRAND FORKS,ND,USA,ST. LOUIS,MO,USA,DL,C,499,0,0,10/1/2013 0:00,9/30/2014 0:00
6460,2014,GJT,IAD,GRAND JUNCTION,CO,USA,WASHINGTON,DC,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6461,2014,GNV,SAT,GAINESVILLE,FL,USA,SAN ANTONIO,TX,USA,DL,C,496,0,0,10/1/2013 0:00,9/30/2014 0:00
6462,2014,GNV,SDF,GAINESVILLE,FL,USA,LOUISVILLE,KY,USA,US,C,388,0,0,10/1/2013 0:00,9/30/2014 0:00
6463,2014,GPT,GRK,GULFPORT,MS,USA,KILLEEN GRAY AAF,TX,USA,AA,C,415,0,0,10/1/2013 0:00,9/30/2014 0:00
6464,2014,GPT,GRR,GULFPORT,MS,USA,GRAND RAPIDS,MI,USA,DL,C,492,0,0,10/1/2013 0:00,9/30/2014 0:00
6465,2014,GPT,IAD,GULFPORT,MS,USA,WASHINGTON,DC,USA,US,C,399,0,0,10/1/2013 0:00,9/30/2014 0:00
6466,2014,GPT,ICT,GULFPORT,MS,USA,WICHITA,KS,USA,AA,C,266,0,0,10/1/2013 0:00,9/30/2014 0:00
6467,2014,GPT,IND,GULFPORT,MS,USA,INDIANAPOLIS,IN,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
6468,2014,GPT,LAS,GULFPORT,MS,USA,LAS VEGAS,NV,USA,AA,C,363,0,0,10/1/2013 0:00,9/30/2014 0:00
6469,2014,GPT,LAX,GULFPORT,MS,USA,LOS ANGELES,CA,USA,AA,C,349,0,0,10/1/2013 0:00,9/30/2014 0:00
6470,2014,GPT,LGA,GULFPORT,MS,USA,NEW YORK,NY,USA,US,C,320,0,0,10/1/2013 0:00,9/30/2014 0:00
6471,2014,GPT,LIT,GULFPORT,MS,USA,LITTLE ROCK,AR,USA,DL,C,368,0,0,10/1/2013 0:00,9/30/2014 0:00
6473,2014,GPT,MCO,GULFPORT,MS,USA,ORLANDO,FL,USA,DL,C,413,0,0,10/1/2013 0:00,9/30/2014 0:00
6474,2014,GPT,MDT,GULFPORT,MS,USA,HARRISBURG,PA,USA,DL,C,465,0,0,10/1/2013 0:00,9/30/2014 0:00
6475,2014,GPT,MEM,GULFPORT,MS,USA,MEMPHIS,TN,USA,DL,C,404,0,0,10/1/2013 0:00,9/30/2014 0:00
6476,2014,GPT,MKE,GULFPORT,MS,USA,MILWAUKEE,WI,USA,US,C,412,0,0,10/1/2013 0:00,9/30/2014 0:00
6477,2014,GPT,MLI,GULFPORT,MS,USA,MOLINE,IL,USA,DL,C,454,0,0,10/1/2013 0:00,9/30/2014 0:00
6478,2014,GPT,MSP,GULFPORT,MS,USA,MINNEAPOLIS-ST.PAUL,MN,USA,AA,C,429,0,0,10/1/2013 0:00,9/30/2014 0:00
6479,2014,GPT,OAJ,GULFPORT,MS,USA,JACKSONVILLE,NC,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
6480,2014,GPT,OKC,GULFPORT,MS,USA,OKLAHOMA CITY,OK,USA,UA,C,107,0,0,10/1/2013 0:00,9/30/2014 0:00
6481,2014,GPT,OMA,GULFPORT,MS,USA,OMAHA,NE,USA,UA,C,99,0,0,10/1/2013 0:00,9/30/2014 0:00
6482,2014,GPT,ONT,GULFPORT,MS,USA,LOS ANGELES,CA,USA,AA,C,362,0,0,10/1/2013 0:00,9/30/2014 0:00
6483,2014,GPT,PDX,GULFPORT,MS,USA,PORTLAND,OR,USA,AA,C,341,0,0,10/1/2013 0:00,9/30/2014 0:00
6484,2014,GPT,PHF,GULFPORT,MS,USA,NEWPORT NEWS,VA,USA,US,C,422,0,0,10/1/2013 0:00,9/30/2014 0:00
6485,2014,GPT,PHX,GULFPORT,MS,USA,PHOENIX/SCOTTSDALE,AZ,USA,AA,C,364,0,0,10/1/2013 0:00,9/30/2014 0:00
6486,2014,GPT,PIT,GULFPORT,MS,USA,PITTSBURGH,PA,USA,US,C,392,0,0,10/1/2013 0:00,9/30/2014 0:00
6487,2014,GPT,PVD,GULFPORT,MS,USA,PROVIDENCE,RI,USA,US,C,436,0,0,10/1/2013 0:00,9/30/2014 0:00
6488,2014,GPT,PWM,GULFPORT,MS,USA,PORTLAND,ME,USA,DL,C,556,0,0,10/1/2013 0:00,9/30/2014 0:00
6489,2014,GPT,RDU,GULFPORT,MS,USA,RALEIGH-DURHAM,NC,USA,US,C,396,0,0,10/1/2013 0:00,9/30/2014 0:00
6490,2014,GPT,RIC,GULFPORT,MS,USA,RICHMOND,VA,USA,US,C,412,0,0,10/1/2013 0:00,9/30/2014 0:00
6491,2014,GPT,SAV,GULFPORT,MS,USA,SAVANNAH,GA,USA,DL,C,456,0,0,10/1/2013 0:00,9/30/2014 0:00
6492,2014,GPT,SDF,GULFPORT,MS,USA,LOUISVILLE,KY,USA,DL,C,476,0,0,10/1/2013 0:00,9/30/2014 0:00
6493,2014,GPT,SFO,GULFPORT,MS,USA,SAN FRANCISCO,CA,USA,AA,C,351,0,0,10/1/2013 0:00,9/30/2014 0:00
6494,2014,GPT,SJC,GULFPORT,MS,USA,SAN JOSE,CA,USA,AA,C,439,0,0,10/1/2013 0:00,9/30/2014 0:00
6495,2014,GPT,SJT,GULFPORT,MS,USA,SAN ANGELO,TX,USA,AA,C,429,0,0,10/1/2013 0:00,9/30/2014 0:00
6496,2014,GPT,SJU,GULFPORT,MS,USA,SAN JUAN,PR,USA,DL,C,399,0,746,10/1/2013 0:00,9/30/2014 0:00
6499,2014,GPT,SPS,GULFPORT,MS,USA,WICHITA FALLS,TX,USA,AA,C,491,0,0,10/1/2013 0:00,9/30/2014 0:00
6500,2014,GPT,STL,GULFPORT,MS,USA,ST. LOUIS,MO,USA,DL,C,425,0,0,10/1/2013 0:00,9/30/2014 0:00
6501,2014,GPT,SYR,GULFPORT,MS,USA,SYRACUSE,NY,USA,DL,C,515,0,0,10/1/2013 0:00,9/30/2014 0:00
6502,2014,GPT,TPA,GULFPORT,MS,USA,TAMPA,FL,USA,DL,C,424,0,0,10/1/2013 0:00,9/30/2014 0:00
6503,2014,GPT,TUL,GULFPORT,MS,USA,TULSA,OK,USA,AA,C,285,0,0,10/1/2013 0:00,9/30/2014 0:00
6505,2014,GRB,LAX,GREEN BAY,WI,USA,LOS ANGELES,CA,USA,UA,C,283,0,0,10/1/2013 0:00,9/30/2014 0:00
6506,2014,GRB,ORF,GREEN BAY,WI,USA,NORFOLK,VA,USA,UA,C,190,0,0,10/1/2013 0:00,9/30/2014 0:00
6507,2014,GRB,PHL,GREEN BAY,WI,USA,PHILADELPHIA,PA,USA,UA,C,151,0,0,10/1/2013 0:00,9/30/2014 0:00
6508,2014,GRB,PWM,GREEN BAY,WI,USA,PORTLAND,ME,USA,DL,C,492,0,0,10/1/2013 0:00,9/30/2014 0:00
6509,2014,GRB,RIC,GREEN BAY,WI,USA,RICHMOND,VA,USA,UA,C,105,0,0,10/1/2013 0:00,9/30/2014 0:00
6510,2014,GRB,SAN,GREEN BAY,WI,USA,SAN DIEGO,CA,USA,UA,C,130,0,0,10/1/2013 0:00,9/30/2014 0:00
6511,2014,GRB,SEA,GREEN BAY,WI,USA,SEATTLE-TACOMA,WA,USA,UA,C,141,0,0,10/1/2013 0:00,9/30/2014 0:00
6512,2014,GRB,STL,GREEN BAY,WI,USA,ST. LOUIS,MO,USA,UA,C,222,0,0,10/1/2013 0:00,9/30/2014 0:00
6513,2014,GRK,IAD,KILLEEN GRAY AAF,TX,USA,WASHINGTON,DC,USA,AA,C,414,0,0,10/1/2013 0:00,9/30/2014 0:00
6514,2014,GRK,ICT,KILLEEN GRAY AAF,TX,USA,WICHITA,KS,USA,AA,C,314,0,0,10/1/2013 0:00,9/30/2014 0:00
6515,2014,GRK,IND,KILLEEN GRAY AAF,TX,USA,INDIANAPOLIS,IN,USA,AA,C,407,0,0,10/1/2013 0:00,9/30/2014 0:00
6516,2014,GRK,JAN,KILLEEN GRAY AAF,TX,USA,JACKSON,MS,USA,AA,C,275,0,0,10/1/2013 0:00,9/30/2014 0:00
6517,2014,GRK,JAX,KILLEEN GRAY AAF,TX,USA,JACKSONVILLE,FL,USA,AA,C,280,0,0,10/1/2013 0:00,9/30/2014 0:00
6518,2014,GRK,LAS,KILLEEN GRAY AAF,TX,USA,LAS VEGAS,NV,USA,AA,C,299,0,0,10/1/2013 0:00,9/30/2014 0:00
6519,2014,GRK,LAW,KILLEEN GRAY AAF,TX,USA,LAWTON,OK,USA,AA,C,317,0,0,10/1/2013 0:00,9/30/2014 0:00
6520,2014,GRK,LAX,KILLEEN GRAY AAF,TX,USA,LOS ANGELES,CA,USA,AA,C,404,0,0,10/1/2013 0:00,9/30/2014 0:00
6521,2014,GRK,LGA,KILLEEN GRAY AAF,TX,USA,NEW YORK,NY,USA,AA,C,229,0,0,10/1/2013 0:00,9/30/2014 0:00
6522,2014,GRK,LIT,KILLEEN GRAY AAF,TX,USA,LITTLE ROCK,AR,USA,AA,C,295,0,0,10/1/2013 0:00,9/30/2014 0:00
6524,2014,GRK,MCO,KILLEEN GRAY AAF,TX,USA,ORLANDO,FL,USA,AA,C,379,0,0,10/1/2013 0:00,9/30/2014 0:00
6525,2014,GRK,MDT,KILLEEN GRAY AAF,TX,USA,HARRISBURG,PA,USA,DL,C,488,0,0,10/1/2013 0:00,9/30/2014 0:00
6526,2014,GRK,MEM,KILLEEN GRAY AAF,TX,USA,MEMPHIS,TN,USA,AA,C,345,0,0,10/1/2013 0:00,9/30/2014 0:00
6527,2014,GRK,MGM,KILLEEN GRAY AAF,TX,USA,MONTGOMERY,AL,USA,AA,C,305,0,0,10/1/2013 0:00,9/30/2014 0:00
6528,2014,GRK,MHK,KILLEEN GRAY AAF,TX,USA,MANHATTAN,KS,USA,AA,C,428,0,0,10/1/2013 0:00,9/30/2014 0:00
6529,2014,GRK,MIA,KILLEEN GRAY AAF,TX,USA,MIAMI,FL,USA,AA,C,307,0,0,10/1/2013 0:00,9/30/2014 0:00
6531,2014,GRK,MSP,KILLEEN GRAY AAF,TX,USA,MINNEAPOLIS-ST.PAUL,MN,USA,AA,C,378,0,0,10/1/2013 0:00,9/30/2014 0:00
6532,2014,GRK,MSY,KILLEEN GRAY AAF,TX,USA,NEW ORLEANS,LA,USA,AA,C,268,0,0,10/1/2013 0:00,9/30/2014 0:00
6533,2014,GRK,OKC,KILLEEN GRAY AAF,TX,USA,OKLAHOMA CITY,OK,USA,AA,C,372,0,0,10/1/2013 0:00,9/30/2014 0:00
6534,2014,GRK,OMA,KILLEEN GRAY AAF,TX,USA,OMAHA,NE,USA,AA,C,219,0,0,10/1/2013 0:00,9/30/2014 0:00
6535,2014,GRK,ONT,KILLEEN GRAY AAF,TX,USA,LOS ANGELES,CA,USA,AA,C,322,0,0,10/1/2013 0:00,9/30/2014 0:00
6536,2014,GRK,ORD,KILLEEN GRAY AAF,TX,USA,CHICAGO,IL,USA,AA,C,333,0,0,10/1/2013 0:00,9/30/2014 0:00
6537,2014,GRK,ORF,KILLEEN GRAY AAF,TX,USA,NORFOLK,VA,USA,AA,C,347,0,0,10/1/2013 0:00,9/30/2014 0:00
6538,2014,GRK,PDX,KILLEEN GRAY AAF,TX,USA,PORTLAND,OR,USA,AA,C,412,0,0,10/1/2013 0:00,9/30/2014 0:00
6539,2014,GRK,PHF,KILLEEN GRAY AAF,TX,USA,NEWPORT NEWS,VA,USA,DL,C,556,0,0,10/1/2013 0:00,9/30/2014 0:00
6540,2014,GRK,PHX,KILLEEN GRAY AAF,TX,USA,PHOENIX/SCOTTSDALE,AZ,USA,AA,C,355,0,0,10/1/2013 0:00,9/30/2014 0:00
6541,2014,GRK,PIT,KILLEEN GRAY AAF,TX,USA,PITTSBURGH,PA,USA,AA,C,337,0,0,10/1/2013 0:00,9/30/2014 0:00
6543,2014,GRK,RDU,KILLEEN GRAY AAF,TX,USA,RALEIGH-DURHAM,NC,USA,AA,C,321,0,0,10/1/2013 0:00,9/30/2014 0:00
6544,2014,GRK,RIC,KILLEEN GRAY AAF,TX,USA,RICHMOND,VA,USA,AA,C,391,0,0,10/1/2013 0:00,9/30/2014 0:00
6545,2014,GRK,RNO,KILLEEN GRAY AAF,TX,USA,RENO,NV,USA,AA,C,442,0,0,10/1/2013 0:00,9/30/2014 0:00
6547,2014,GRK,SAN,KILLEEN GRAY AAF,TX,USA,SAN DIEGO,CA,USA,AA,C,265,0,0,10/1/2013 0:00,9/30/2014 0:00
6548,2014,GRK,SFO,KILLEEN GRAY AAF,TX,USA,SAN FRANCISCO,CA,USA,AA,C,339,0,0,10/1/2013 0:00,9/30/2014 0:00
6549,2014,GRK,SGF,KILLEEN GRAY AAF,TX,USA,SPRINGFIELD,MO,USA,AA,C,429,0,0,10/1/2013 0:00,9/30/2014 0:00
6550,2014,GRK,SJC,KILLEEN GRAY AAF,TX,USA,SAN JOSE,CA,USA,AA,C,390,0,0,10/1/2013 0:00,9/30/2014 0:00
6552,2014,GRK,SLC,KILLEEN GRAY AAF,TX,USA,SALT LAKE CITY,UT,USA,AA,C,425,0,0,10/1/2013 0:00,9/30/2014 0:00
6553,2014,GRK,SMF,KILLEEN GRAY AAF,TX,USA,SACRAMENTO,CA,USA,AA,C,375,0,0,10/1/2013 0:00,9/30/2014 0:00
6554,2014,GRK,SNA,KILLEEN GRAY AAF,TX,USA,ORANGE COUNTY,CA,USA,AA,C,285,0,0,10/1/2013 0:00,9/30/2014 0:00
6555,2014,GRK,STL,KILLEEN GRAY AAF,TX,USA,ST. LOUIS,MO,USA,AA,C,388,0,0,10/1/2013 0:00,9/30/2014 0:00
6558,2014,GRK,TPA,KILLEEN GRAY AAF,TX,USA,TAMPA,FL,USA,AA,C,307,0,0,10/1/2013 0:00,9/30/2014 0:00
6559,2014,GRK,TUL,KILLEEN GRAY AAF,TX,USA,TULSA,OK,USA,AA,C,266,0,0,10/1/2013 0:00,9/30/2014 0:00
6560,2014,GRK,VPS,KILLEEN GRAY AAF,TX,USA,FT. WALTON BEACH,FL,USA,AA,C,266,0,0,10/1/2013 0:00,9/30/2014 0:00
6561,2014,GRR,LAX,GRAND RAPIDS,MI,USA,LOS ANGELES,CA,USA,UA,C,286,0,0,10/1/2013 0:00,9/30/2014 0:00
6562,2014,GRR,MCI,GRAND RAPIDS,MI,USA,KANSAS CITY,MO,USA,UA,C,208,0,0,10/1/2013 0:00,9/30/2014 0:00
6563,2014,GRR,MCO,GRAND RAPIDS,MI,USA,ORLANDO,FL,USA,UA,C,149,0,0,10/1/2013 0:00,9/30/2014 0:00
6564,2014,GRR,OKC,GRAND RAPIDS,MI,USA,OKLAHOMA CITY,OK,USA,AA,C,285,0,0,10/1/2013 0:00,9/30/2014 0:00
6565,2014,GRR,ORF,GRAND RAPIDS,MI,USA,NORFOLK,VA,USA,WN,C,280,0,0,10/1/2013 0:00,9/30/2014 0:00
6566,2014,GRR,PHL,GRAND RAPIDS,MI,USA,PHILADELPHIA,PA,USA,UA,C,190,0,0,10/1/2013 0:00,9/30/2014 0:00
6567,2014,GRR,SAN,GRAND RAPIDS,MI,USA,SAN DIEGO,CA,USA,UA,C,264,0,0,10/1/2013 0:00,9/30/2014 0:00
6568,2014,GRR,SAT,GRAND RAPIDS,MI,USA,SAN ANTONIO,TX,USA,UA,C,179,0,0,10/1/2013 0:00,9/30/2014 0:00
6569,2014,GRR,SDF,GRAND RAPIDS,MI,USA,LOUISVILLE,KY,USA,AA,C,259,0,0,10/1/2013 0:00,9/30/2014 0:00
6570,2014,GRR,SEA,GRAND RAPIDS,MI,USA,SEATTLE-TACOMA,WA,USA,AA,C,420,0,0,10/1/2013 0:00,9/30/2014 0:00
6571,2014,GRR,STL,GRAND RAPIDS,MI,USA,ST. LOUIS,MO,USA,UA,C,144,0,0,10/1/2013 0:00,9/30/2014 0:00
6572,2014,GSO,JAX,GREENSBORO,NC,USA,JACKSONVILLE,FL,USA,US,C,364,0,0,10/1/2013 0:00,9/30/2014 0:00
6573,2014,GSO,LAX,GREENSBORO,NC,USA,LOS ANGELES,CA,USA,UA,C,250,0,0,10/1/2013 0:00,9/30/2014 0:00
6574,2014,GSO,MSY,GREENSBORO,NC,USA,NEW ORLEANS,LA,USA,US,C,384,0,0,10/1/2013 0:00,9/30/2014 0:00
6575,2014,GSO,OKC,GREENSBORO,NC,USA,OKLAHOMA CITY,OK,USA,AA,C,260,0,0,10/1/2013 0:00,9/30/2014 0:00
6576,2014,GSO,SAN,GREENSBORO,NC,USA,SAN DIEGO,CA,USA,AA,C,315,0,0,10/1/2013 0:00,9/30/2014 0:00
6577,2014,GSO,SAT,GREENSBORO,NC,USA,SAN ANTONIO,TX,USA,US,C,331,0,0,10/1/2013 0:00,9/30/2014 0:00
6578,2014,GSO,SDF,GREENSBORO,NC,USA,LOUISVILLE,KY,USA,US,C,360,0,0,10/1/2013 0:00,9/30/2014 0:00
6579,2014,GSO,SEA,GREENSBORO,NC,USA,SEATTLE-TACOMA,WA,USA,UA,C,289,0,0,10/1/2013 0:00,9/30/2014 0:00
6580,2014,GSO,STL,GREENSBORO,NC,USA,ST. LOUIS,MO,USA,UA,C,348,0,0,10/1/2013 0:00,9/30/2014 0:00
6581,2014,HNL,ONT,HONOLULU,HI,USA,LOS ANGELES,CA,USA,US,C,629,0,0,10/1/2013 0:00,9/30/2014 0:00
6582,2014,HNL,SBA,HONOLULU,HI,USA,SANTA BARBARA,CA,USA,AA,C,487,0,0,10/1/2013 0:00,9/30/2014 0:00
6583,2014,HNL,SBP,HONOLULU,HI,USA,SAN LUIS OBISPO,CA,USA,UA,C,241,0,0,10/1/2013 0:00,9/30/2014 0:00
6585,2014,HOU,IAD,HOUSTON,TX,USA,WASHINGTON,DC,USA,WN,C,200,0,0,10/1/2013 0:00,9/30/2014 0:00
6586,2014,HOU,ORD,HOUSTON,TX,USA,CHICAGO,IL,USA,AA,C,236,0,0,10/1/2013 0:00,9/30/2014 0:00
6587,2014,HOU,PHF,HOUSTON,TX,USA,NEWPORT NEWS,VA,USA,DL,C,335,0,0,10/1/2013 0:00,9/30/2014 0:00
6588,2014,HOU,PHL,HOUSTON,TX,USA,PHILADELPHIA,PA,USA,AA,C,281,0,0,10/1/2013 0:00,9/30/2014 0:00
6590,2014,HOU,RIC,HOUSTON,TX,USA,RICHMOND,VA,USA,WN,C,310,0,0,10/1/2013 0:00,9/30/2014 0:00
6591,2014,HOU,ROC,HOUSTON,TX,USA,ROCHESTER,NY,USA,WN,C,265,0,0,10/1/2013 0:00,9/30/2014 0:00
6592,2014,HOU,SDF,HOUSTON,TX,USA,LOUISVILLE,KY,USA,AA,C,313,0,0,10/1/2013 0:00,9/30/2014 0:00
6593,2014,HOU,SFO,HOUSTON,TX,USA,SAN FRANCISCO,CA,USA,WN,C,264,0,0,10/1/2013 0:00,9/30/2014 0:00
6594,2014,HOU,SJC,HOUSTON,TX,USA,SAN JOSE,CA,USA,WN,C,296,0,0,10/1/2013 0:00,9/30/2014 0:00
6596,2014,HRL,IAD,HARLINGEN,TX,USA,WASHINGTON,DC,USA,UA,C,152,0,0,10/1/2013 0:00,9/30/2014 0:00
6597,2014,HRL,MIA,HARLINGEN,TX,USA,MIAMI,FL,USA,UA,C,166,0,0,10/1/2013 0:00,9/30/2014 0:00
6598,2014,HRL,ORD,HARLINGEN,TX,USA,CHICAGO,IL,USA,UA,C,118,0,0,10/1/2013 0:00,9/30/2014 0:00
6599,2014,HRL,PHL,HARLINGEN,TX,USA,PHILADELPHIA,PA,USA,UA,C,142,0,0,10/1/2013 0:00,9/30/2014 0:00
6600,2014,HRL,PHX,HARLINGEN,TX,USA,PHOENIX/SCOTTSDALE,AZ,USA,WN,C,386,0,0,10/1/2013 0:00,9/30/2014 0:00
6601,2014,HRL,SEA,HARLINGEN,TX,USA,SEATTLE-TACOMA,WA,USA,UA,C,154,0,0,10/1/2013 0:00,9/30/2014 0:00
6602,2014,HSV,ICT,HUNTSVILLE,AL,USA,WICHITA,KS,USA,DL,C,424,0,0,10/1/2013 0:00,9/30/2014 0:00
6603,2014,HSV,IND,HUNTSVILLE,AL,USA,INDIANAPOLIS,IN,USA,DL,C,368,0,0,10/1/2013 0:00,9/30/2014 0:00
6604,2014,HSV,JAX,HUNTSVILLE,AL,USA,JACKSONVILLE,FL,USA,DL,C,416,0,0,10/1/2013 0:00,9/30/2014 0:00
6605,2014,HSV,LAS,HUNTSVILLE,AL,USA,LAS VEGAS,NV,USA,UA,C,199,0,0,10/1/2013 0:00,9/30/2014 0:00
6607,2014,HSV,LGA,HUNTSVILLE,AL,USA,NEW YORK,NY,USA,UA,C,323,0,0,10/1/2013 0:00,9/30/2014 0:00
6608,2014,HSV,LIT,HUNTSVILLE,AL,USA,LITTLE ROCK,AR,USA,DL,C,353,0,0,10/1/2013 0:00,9/30/2014 0:00
6609,2014,HSV,MHT,HUNTSVILLE,AL,USA,MANCHESTER,NH,USA,US,C,313,0,0,10/1/2013 0:00,9/30/2014 0:00
6610,2014,HSV,MIA,HUNTSVILLE,AL,USA,MIAMI,FL,USA,US,C,388,0,0,10/1/2013 0:00,9/30/2014 0:00
